val_loss,val_accuracy,loss,accuracy
8.475733757019043,0.7219691872596741,0.4542572789700927,0.8361504673957825
5.58944845199585,0.5030908584594727,0.3632083508619078,0.8752759099006653
0.40003931522369385,0.8246530294418335,0.3122757850274159,0.8851426243782043
0.2516980469226837,0.8900725245475769,0.2965965125780956,0.8864539265632629
0.6976412534713745,0.8616380095481873,0.2798452389183318,0.8919864296913147
0.3311299681663513,0.879835844039917,0.26974161002476504,0.893220067024231
0.30128175020217896,0.8906292915344238,0.26782873121036843,0.894729733467102
0.8510475158691406,0.7550526261329651,0.2602990454976346,0.8970301747322083
0.9451869130134583,0.7893809676170349,0.256793546614943,0.8973535299301147
0.3455824553966522,0.8675216436386108,0.26064844904052226,0.8973087668418884
0.7375091910362244,0.8266617059707642,0.2515704319782697,0.9019260406494141
1.421787977218628,0.7817007303237915,0.24258466252380875,0.9043437242507935
0.388754278421402,0.8730883598327637,0.22998397181605457,0.9093637466430664
1.4961917400360107,0.7209934592247009,0.22222391298859362,0.911182165145874
0.5642181634902954,0.8678538203239441,0.217977248025453,0.9132261872291565
0.508095920085907,0.8449444770812988,0.2146556290329262,0.914902925491333
0.8668022155761719,0.8173057436943054,0.2053737358374011,0.9186195135116577
0.28372299671173096,0.8920831680297852,0.19963608353523313,0.9210627675056458
0.4324014186859131,0.8728101849555969,0.19040282151311827,0.9244524836540222
0.2773047983646393,0.8763282895088196,0.19597486057763647,0.9220829010009766
0.5110276937484741,0.8683557510375977,0.18610444693428696,0.9262723326683044
0.19597205519676208,0.900640606880188,0.18009330074830798,0.9282340407371521
0.2780703604221344,0.8760430812835693,0.17137996788332416,0.9312273859977722
0.5563503503799438,0.8269829154014587,0.1693819658178243,0.9318878650665283
0.16084446012973785,0.8706035017967224,0.16405315983708307,0.9334346652030945
0.47763875126838684,0.8771491646766663,0.16285165795569967,0.9334008097648621
0.35343998670578003,0.8857261538505554,0.15486836469595788,0.9365776777267456
0.3081624507904053,0.8836297988891602,0.15106942692095307,0.9381223917007446
0.18014708161354065,0.8760391473770142,0.15603507693358667,0.9368786811828613
0.4454472064971924,0.8759617209434509,0.14320929546597277,0.9413493871688843
0.20151251554489136,0.8942875266075134,0.14085202247711123,0.942432165145874
0.0881740003824234,0.8921806216239929,0.1725950835177758,0.9313701391220093
0.218286395072937,0.8902314305305481,0.1409823095639515,0.9422830939292908
0.1461385041475296,0.892014741897583,0.1457524986368171,0.9403851628303528
4.099030017852783,0.7598943710327148,0.1627129159547436,0.9342721104621887
1.284930944442749,0.8283578157424927,0.1413199350439534,0.9411596059799194
0.6005150675773621,0.8660180568695068,0.13434605603847818,0.9442027807235718
0.24609974026679993,0.8910925388336182,0.12497768349126931,0.9482595920562744
0.5869331955909729,0.8650360107421875,0.12434745775120463,0.948518693447113
0.1595553457736969,0.8899970650672913,0.11783091267155614,0.9515371322631836
