,Accuracy,Precision,Sensitivity o recall,Specificity,Sorensen-Dice coefficient,Jaccard index;;;;;;;;;;;;;;;;;;;;
Datos/Validacion/RoiImg\Mamo_01.jpg,0.87103271484375,0.9972846210812145,0.7944154950349032,0.9964590375020119,0.884364909976468,0.792700873148239;;;;;;;;;;;;;;;Accuracy;Precision;Sensitivity o recall;Specificity;Sorensen-Dice coefficient;Jaccard index
Datos/Validacion/RoiImg\Mamo_030.jpg,0.90936279296875,0.9874924653405666,0.8237586423632935,0.9901530430656068,0.8982249331779865,0.8152525503856681;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_03.jpg;0.8018798828125;0.38266182929157916;0.993554784333168;0.7749704183197605;0.5525227460711332;0.38171428571428573
Datos/Validacion/RoiImg\Mamo_031.jpg,0.6412353515625,1.0,0.47531911095242346,1.0,0.6443610842207164,0.47531911095242346;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_030.jpg;0.90936279296875;0.9874924653405666;0.8237586423632935;0.9901530430656068;0.8982249331779865;0.8152525503856681
Datos/Validacion/RoiImg\Mamo_032.jpg,0.68084716796875,0.9856678486997635,0.5651952893332204,0.9788255839336389,0.7184319638145495,0.5605882352941176;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_031.jpg;0.6412353515625;1.0;0.47531911095242346;1.0;0.6443610842207164;0.47531911095242346
Datos/Validacion/RoiImg\Mamo_033.jpg,0.89654541015625,0.9910570297610322,0.8053371455801763,0.9923654568210263,0.8885967794939205,0.7995269071555293;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_032.jpg;0.68084716796875;0.9856678486997635;0.5651952893332204;0.9788255839336389;0.7184319638145495;0.5605882352941176
Datos/Validacion/RoiImg\Mamo_034.jpg,0.80413818359375,0.7914205781784271,0.500786782061369,0.9406194690265487,0.6134200698710999,0.44239791485664637;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_033.jpg;0.89654541015625;0.9910570297610322;0.8053371455801763;0.9923654568210263;0.8885967794939205;0.7995269071555293
Datos/Validacion/RoiImg\Mamo_035.jpg,0.8267822265625,0.766044142614601,0.7555257870060281,0.8676527084133692,0.7607486090035407,0.6138775510204082;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_034.jpg;0.80413818359375;0.7914205781784271;0.500786782061369;0.9406194690265487;0.6134200698710999;0.44239791485664637
Datos/Validacion/RoiImg\Mamo_036.jpg,0.813232421875,0.9669286182056319,0.762654958677686,0.9364513422818792,0.8527288478198094,0.7432670526050843;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_035.jpg;0.8267822265625;0.766044142614601;0.7555257870060281;0.8676527084133692;0.7607486090035407;0.6138775510204082
Datos/Validacion/RoiImg\Mamo_037.jpg,0.8756103515625,0.9005326231691079,0.8397069778991806,0.9103241296518607,0.8690567977383706,0.768435405067606;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_036.jpg;0.813232421875;0.9669286182056319;0.762654958677686;0.9364513422818792;0.8527288478198094;0.7432670526050843
Datos/Validacion/RoiImg\Mamo_038.jpg,0.83111572265625,0.9263253835637247,0.7276849642004773,0.9394052973513244,0.8150771904029941,0.687873660462493;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_037.jpg;0.8756103515625;0.9005326231691079;0.8397069778991806;0.9103241296518607;0.8690567977383706;0.768435405067606
Datos/Validacion/RoiImg\Mamo_039.jpg,0.816162109375,0.9895356442119032,0.33555111998225773,0.9986526315789473,0.5011593242795628,0.3343646408839779;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_038.jpg;0.83111572265625;0.9263253835637247;0.7276849642004773;0.9394052973513244;0.8150771904029941;0.687873660462493
Datos/Validacion/RoiImg\Mamo_04.jpg,0.87249755859375,0.9819059107358263,0.8231292517006803,0.9700326916091536,0.8955343301495224,0.8108303902924929;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_039.jpg;0.816162109375;0.9895356442119032;0.33555111998225773;0.9986526315789473;0.5011593242795628;0.3343646408839779
Datos/Validacion/RoiImg\Mamo_040.jpg,0.63714599609375,1.0,0.4872789995687796,1.0,0.6552623948970716,0.4872789995687796;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_04.jpg;0.87249755859375;0.9819059107358263;0.8231292517006803;0.9700326916091536;0.8955343301495224;0.8108303902924929
Datos/Validacion/RoiImg\Mamo_041.jpg,0.93157958984375,0.9520647988314965,0.9041614123581336,0.9572983203217412,0.9274949873876205,0.8647931491979255;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_040.jpg;0.63714599609375;1.0;0.4872789995687796;1.0;0.6552623948970716;0.4872789995687796
Datos/Validacion/RoiImg\Mamo_042.jpg,0.71148681640625,1.0,0.5794483985765124,1.0,0.7337351433560525,0.5794483985765124;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_041.jpg;0.93157958984375;0.9520647988314965;0.9041614123581336;0.9572983203217412;0.9274949873876205;0.8647931491979255
Datos/Validacion/RoiImg\Mamo_043.jpg,0.8106689453125,0.9054258866323128,0.7068149550402272,0.9213313161875946,0.7938870431893688,0.6582194799471133;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_042.jpg;0.71148681640625;1.0;0.5794483985765124;1.0;0.7337351433560525;0.5794483985765124
Datos/Validacion/RoiImg\Mamo_044.jpg,0.75921630859375,0.470229628124365,0.6336254107338445,0.7952403393025448,0.5398343636999884,0.36970762102572297;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_043.jpg;0.8106689453125;0.9054258866323128;0.7068149550402272;0.9213313161875946;0.7938870431893688;0.6582194799471133
Datos/Validacion/RoiImg\Mamo_045.jpg,0.9278564453125,0.9452177244285532,0.9076640098099326,0.9478672985781991,0.9260603027649194,0.8623019571295434;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_044.jpg;0.75921630859375;0.470229628124365;0.6336254107338445;0.7952403393025448;0.5398343636999884;0.36970762102572297
Datos/Validacion/RoiImg\Mamo_046.jpg,0.83099365234375,0.9915229465068693,0.553163731245923,0.9971712836519704,0.71014341044698,0.5505599740301899;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_045.jpg;0.9278564453125;0.9452177244285532;0.9076640098099326;0.9478672985781991;0.9260603027649194;0.8623019571295434
Datos/Validacion/RoiImg\Mamo_047.jpg,0.760498046875,0.6824170831440255,0.7115111321648507,0.7913640433787683,0.6966604823747681,0.5345195729537366;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_046.jpg;0.83099365234375;0.9915229465068693;0.553163731245923;0.9971712836519704;0.71014341044698;0.5505599740301899
Datos/Validacion/RoiImg\Mamo_048.jpg,0.85205078125,0.9787185354691076,0.6472457627118644,0.9904869067103109,0.779194753142649,0.6382629458289808;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_047.jpg;0.760498046875;0.6824170831440255;0.7115111321648507;0.7913640433787683;0.6966604823747681;0.5345195729537366
Datos/Validacion/RoiImg\Mamo_049.jpg,0.8668212890625,0.882680412371134,0.7263318629114354,0.9457578646329838,0.796909903201787,0.6623858889060807;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_048.jpg;0.85205078125;0.9787185354691076;0.6472457627118644;0.9904869067103109;0.779194753142649;0.6382629458289808
Datos/Validacion/RoiImg\Mamo_05.jpg,0.838134765625,0.9952358819428306,0.7663743736578382,0.9921274961597543,0.8659387321807704,0.7635731479005081;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_049.jpg;0.8668212890625;0.882680412371134;0.7263318629114354;0.9457578646329838;0.796909903201787;0.6623858889060807
Datos/Validacion/RoiImg\Mamo_050.jpg,0.869384765625,0.9748253591669962,0.7914392723381487,0.9728654638442961,0.8736120954405858,0.7755872483221476;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_05.jpg;0.838134765625;0.9952358819428306;0.7663743736578382;0.9921274961597543;0.8659387321807704;0.7635731479005081
Datos/Validacion/RoiImg\Mamo_051.jpg,0.87799072265625,0.9609032692955848,0.7634221448654438,0.9739764441951767,0.8508542863538013,0.7404233216465395;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_050.jpg;0.869384765625;0.9748253591669962;0.7914392723381487;0.9728654638442961;0.8736120954405858;0.7755872483221476
Datos/Validacion/RoiImg\Mamo_052.jpg,0.8707275390625,0.9848622464426279,0.8321821437707854,0.967790423019111,0.9021075984470327,0.8216721394291487;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_051.jpg;0.87799072265625;0.9609032692955848;0.7634221448654438;0.9739764441951767;0.8508542863538013;0.7404233216465395
Datos/Validacion/RoiImg\Mamo_053.jpg,0.84649658203125,0.9823779623252987,0.6663918658972245,0.9904458598726115,0.7941056078591895,0.658520027155465;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_052.jpg;0.8707275390625;0.9848622464426279;0.8321821437707854;0.967790423019111;0.9021075984470327;0.8216721394291487
Datos/Validacion/RoiImg\Mamo_054.jpg,0.749755859375,0.983278745043958,0.5876171834758421,0.9854725175977235,0.7356203249935517,0.5818033455732354;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_053.jpg;0.84649658203125;0.9823779623252987;0.6663918658972245;0.9904458598726115;0.7941056078591895;0.658520027155465
Datos/Validacion/RoiImg\Mamo_055.jpg,0.90087890625,0.9634328358208956,0.783373786407767,0.9799836601307189,0.8641231593038822,0.7607542722451385;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_054.jpg;0.749755859375;0.983278745043958;0.5876171834758421;0.9854725175977235;0.7356203249935517;0.5818033455732354
Datos/Validacion/RoiImg\Mamo_056.jpg,0.83929443359375,0.9468707015130674,0.7032307495849828,0.9638723254998246,0.8070638235509636,0.6765356265356265;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_055.jpg;0.90087890625;0.9634328358208956;0.783373786407767;0.9799836601307189;0.8641231593038822;0.7607542722451385
Datos/Validacion/RoiImg\Mamo_057.jpg,0.89129638671875,0.9607924921793535,0.7430645161290322,0.9815396700706991,0.8380172805820828,0.721195992485911;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_056.jpg;0.83929443359375;0.9468707015130674;0.7032307495849828;0.9638723254998246;0.8070638235509636;0.6765356265356265
Datos/Validacion/RoiImg\Mamo_058.jpg,0.82379150390625,0.7218581792651533,0.9236412636622249,0.755074703760948,0.8103776683087028,0.6812058303886925;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_057.jpg;0.89129638671875;0.9607924921793535;0.7430645161290322;0.9815396700706991;0.8380172805820828;0.721195992485911
Datos/Validacion/RoiImg\Mamo_059.jpg,0.73193359375,0.9681365146481425,0.6052681268882175,0.9635704419889503,0.7448588358313001,0.5934462649264093;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_058.jpg;0.82379150390625;0.7218581792651533;0.9236412636622249;0.755074703760948;0.8103776683087028;0.6812058303886925
Datos/Validacion/RoiImg\Mamo_06.jpg,0.862548828125,0.9864811133200795,0.7758782445533201,0.9849801207480489,0.8685961022289649,0.7677153171738009;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_059.jpg;0.73193359375;0.9681365146481425;0.6052681268882175;0.9635704419889503;0.7448588358313001;0.5934462649264093
Datos/Validacion/RoiImg\Mamo_060.jpg,0.85247802734375,0.9890848026868178,0.665818849795111,0.994412807564199,0.7958787264589139,0.6609622667975873;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_06.jpg;0.862548828125;0.9864811133200795;0.7758782445533201;0.9849801207480489;0.8685961022289649;0.7677153171738009
Datos/Validacion/RoiImg\Mamo_061.jpg,0.82568359375,0.992948507707445,0.6827920613441588,0.9942788717402874,0.8091674462114126,0.6794972505891594;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_060.jpg;0.85247802734375;0.9890848026868178;0.665818849795111;0.994412807564199;0.7958787264589139;0.6609622667975873
Datos/Validacion/RoiImg\Mamo_062.jpg,0.84515380859375,0.9666441289159342,0.6422581611260857,0.9847516999793942,0.7717498875393612,0.628332845004395;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_061.jpg;0.82568359375;0.992948507707445;0.6827920613441588;0.9942788717402874;0.8091674462114126;0.6794972505891594
Datos/Validacion/RoiImg\Mamo_063.jpg,0.6463623046875,0.9795358123284252,0.4072844246134689,0.9878464502741959,0.5753444737613603,0.4038481325239222;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_062.jpg;0.84515380859375;0.9666441289159342;0.6422581611260857;0.9847516999793942;0.7717498875393612;0.628332845004395
Datos/Validacion/RoiImg\Mamo_064.jpg,0.8800048828125,0.996261961722488,0.7744072524407253,0.9967866323907455,0.8714360449908449,0.7721636342565766;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_063.jpg;0.6463623046875;0.9795358123284252;0.4072844246134689;0.9878464502741959;0.5753444737613603;0.4038481325239222
Datos/Validacion/RoiImg\Mamo_065.jpg,0.817626953125,0.9456611570247934,0.6268145713503149,0.9710416207883726,0.7539120408499423,0.6050231328486451;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_064.jpg;0.8800048828125;0.996261961722488;0.7744072524407253;0.9967866323907455;0.8714360449908449;0.7721636342565766
Datos/Validacion/RoiImg\Mamo_066.jpg,0.7716064453125,0.9796061884669479,0.43060278207109737,0.9941496873108735,0.5982392097917114,0.4267769607843137;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_065.jpg;0.817626953125;0.9456611570247934;0.6268145713503149;0.9710416207883726;0.7539120408499423;0.6050231328486451
Datos/Validacion/RoiImg\Mamo_067.jpg,0.92266845703125,0.9831311380704795,0.8835929387331256,0.9783831803375778,0.9307082307902652,0.8703968903436988;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_066.jpg;0.7716064453125;0.9796061884669479;0.43060278207109737;0.9941496873108735;0.5982392097917114;0.4267769607843137
Datos/Validacion/RoiImg\Mamo_068.jpg,0.864990234375,0.9136756481952212,0.8682964537636486,0.8593206296603149,0.8904082441537852,0.8024647258439007;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_067.jpg;0.92266845703125;0.9831311380704795;0.8835929387331256;0.9783831803375778;0.9307082307902652;0.8703968903436988
Datos/Validacion/RoiImg\Mamo_069.jpg,0.9022216796875,0.867608776496839,0.839812814974802,0.9342445511636498,0.8534845436253887,0.7444160816847479;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_068.jpg;0.864990234375;0.9136756481952212;0.8682964537636486;0.8593206296603149;0.8904082441537852;0.8024647258439007
Datos/Validacion/RoiImg\Mamo_07.jpg,0.91241455078125,0.9756875249103228,0.640502354788069,0.9951440853367298,0.7733375454114674,0.6304403811485965;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_069.jpg;0.9022216796875;0.867608776496839;0.839812814974802;0.9342445511636498;0.8534845436253887;0.7444160816847479
Datos/Validacion/RoiImg\Mamo_070.jpg,0.889404296875,0.9335570469798657,0.7336497890295358,0.9722326103216156,0.8216184288245718,0.6972431077694236;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_07.jpg;0.91241455078125;0.9756875249103228;0.640502354788069;0.9951440853367298;0.7733375454114674;0.6304403811485965
Datos/Validacion/RoiImg\Mamo_071.jpg,0.70068359375,0.9937793427230047,0.6357561195374681,0.9827136333985649,0.7754373111090759,0.6332361079949144;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_070.jpg;0.889404296875;0.9335570469798657;0.7336497890295358;0.9722326103216156;0.8216184288245718;0.6972431077694236
Datos/Validacion/RoiImg\Mamo_072.jpg,0.745361328125,1.0,0.46873806188717687,1.0,0.6382868042309693,0.46873806188717687;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_071.jpg;0.70068359375;0.9937793427230047;0.6357561195374681;0.9827136333985649;0.7754373111090759;0.6332361079949144
Datos/Validacion/RoiImg\Mamo_073.jpg,0.93328857421875,0.8075992255566312,0.918019257221458,0.9376421680131775,0.8592764259044676,0.7532731376975169;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_072.jpg;0.745361328125;1.0;0.46873806188717687;1.0;0.6382868042309693;0.46873806188717687
Datos/Validacion/RoiImg\Mamo_074.jpg,0.719970703125,0.9303344867358708,0.6693775933609959,0.8606368251038302,0.7785714285714286,0.6374269005847953;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_073.jpg;0.93328857421875;0.8075992255566312;0.918019257221458;0.9376421680131775;0.8592764259044676;0.7532731376975169
Datos/Validacion/RoiImg\Mamo_075.jpg,0.8763427734375,0.9897242678540846,0.7461588121368625,0.9930547517073736,0.8508539458186102,0.7404228058936579;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_074.jpg;0.719970703125;0.9303344867358708;0.6693775933609959;0.8606368251038302;0.7785714285714286;0.6374269005847953
Datos/Validacion/RoiImg\Mamo_076.jpg,0.6956787109375,0.9926253687315634,0.5507364975450082,0.9916450055699962,0.708421052631579,0.5484922575387123;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_075.jpg;0.8763427734375;0.9897242678540846;0.7461588121368625;0.9930547517073736;0.8508539458186102;0.7404228058936579
Datos/Validacion/RoiImg\Mamo_077.jpg,0.9503173828125,0.9563365282215123,0.9226478790547483,0.9700135826977327,0.9391901987150755,0.8853521126760563;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_076.jpg;0.6956787109375;0.9926253687315634;0.5507364975450082;0.9916450055699962;0.708421052631579;0.5484922575387123
Datos/Validacion/RoiImg\Mamo_078.jpg,0.8919677734375,0.5905675045348536,0.9230457675172135,0.8864534674811355,0.7202907711757269,0.562855025932329;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_077.jpg;0.9503173828125;0.9563365282215123;0.9226478790547483;0.9700135826977327;0.9391901987150755;0.8853521126760563
Datos/Validacion/RoiImg\Mamo_079.jpg,0.994384765625,0.8564437194127243,0.9924385633270322,0.9944497004099653,0.9194395796847635,0.8508914100486223;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_078.jpg;0.8919677734375;0.5905675045348536;0.9230457675172135;0.8864534674811355;0.7202907711757269;0.562855025932329
Datos/Validacion/RoiImg\Mamo_08.jpg,0.55316162109375,0.9853068280034573,0.3199251637043966,0.9910432033719705,0.4830167361062072,0.31840610743878595;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_079.jpg;0.994384765625;0.8564437194127243;0.9924385633270322;0.9944497004099653;0.9194395796847635;0.8508914100486223
Datos/Validacion/RoiImg\Mamo_080.jpg,0.98992919921875,0.7674750356633381,0.9962962962962963,0.9897121938904317,0.8670427074939565,0.7652916073968705;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_08.jpg;0.55316162109375;0.9853068280034573;0.3199251637043966;0.9910432033719705;0.4830167361062072;0.31840610743878595
Datos/Validacion/RoiImg\Mamo_081.jpg,0.9844970703125,0.5096525096525096,1.0,0.9842431761786601,0.6751918158567775,0.5096525096525096;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_080.jpg;0.98992919921875;0.7674750356633381;0.9962962962962963;0.9897121938904317;0.8670427074939565;0.7652916073968705
Datos/Validacion/RoiImg\Mamo_082.jpg,0.99774169921875,0.8860759493670886,0.99644128113879,0.9977643917282494,0.9380234505862647,0.8832807570977917;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_081.jpg;0.9844970703125;0.5096525096525096;1.0;0.9842431761786601;0.6751918158567775;0.5096525096525096
Datos/Validacion/RoiImg\Mamo_083.jpg,0.9935302734375,0.9454828660436138,0.9994511525795828,0.9927894519983519,0.971718249733191,0.9449922158796056;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_082.jpg;0.99774169921875;0.8860759493670886;0.99644128113879;0.9977643917282494;0.9380234505862647;0.8832807570977917
Datos/Validacion/RoiImg\Mamo_084.jpg,0.95648193359375,0.5941690962099125,0.9835907335907336,0.9546520719311963,0.7408215194474737,0.5883371824480369;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_083.jpg;0.9935302734375;0.9454828660436138;0.9994511525795828;0.9927894519983519;0.971718249733191;0.9449922158796056
Datos/Validacion/RoiImg\Mamo_085.jpg,0.98699951171875,0.8826466916354557,0.9826268241834607,0.9874205419872867,0.9299572509043078,0.8690842040565457;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_084.jpg;0.95648193359375;0.5941690962099125;0.9835907335907336;0.9546520719311963;0.7408215194474737;0.5883371824480369
Datos/Validacion/RoiImg\Mamo_086.jpg,0.98883056640625,0.9465219139525533,0.9792013311148087,0.990486409155937,0.9625843385810673,0.9278675601103665;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_085.jpg;0.98699951171875;0.8826466916354557;0.9826268241834607;0.9874205419872867;0.9299572509043078;0.8690842040565457
Datos/Validacion/RoiImg\Mamo_087.jpg,0.9920654296875,0.9804154302670623,0.9445397369925672,0.9977451315339938,0.9621432731508445,0.9270482603815937;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_086.jpg;0.98883056640625;0.9465219139525533;0.9792013311148087;0.990486409155937;0.9625843385810673;0.9278675601103665
Datos/Validacion/RoiImg\Mamo_088.jpg,0.99053955078125,0.9702380952380952,0.9394812680115274,0.9965867977336337,0.9546120058565154,0.9131652661064426;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_087.jpg;0.9920654296875;0.9804154302670623;0.9445397369925672;0.9977451315339938;0.9621432731508445;0.9270482603815937
Datos/Validacion/RoiImg\Mamo_089.jpg,0.991943359375,0.9449588477366255,0.9865735767991407,0.9926318688885828,0.9653179190751445,0.9329608938547486;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_088.jpg;0.99053955078125;0.9702380952380952;0.9394812680115274;0.9965867977336337;0.9546120058565154;0.9131652661064426
Datos/Validacion/RoiImg\Mamo_09.jpg,0.89715576171875,0.9086778736937755,0.7571455612341472,0.963787046212053,0.8260196179659267,0.7036059806508356;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_089.jpg;0.991943359375;0.9449588477366255;0.9865735767991407;0.9926318688885828;0.9653179190751445;0.9329608938547486
Datos/Validacion/RoiImg\Mamo_090.jpg,0.859375,0.776332899869961,0.5004191114836547,0.959703240921515,0.6085626911314985,0.43736263736263736;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_09.jpg;0.89715576171875;0.9086778736937755;0.7571455612341472;0.963787046212053;0.8260196179659267;0.7036059806508356
Datos/Validacion/RoiImg\Mamo_091.jpg,0.57659912109375,0.2170428893905192,1.0,0.520295968466911,0.3566725401094315,0.2170428893905192;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_090.jpg;0.859375;0.776332899869961;0.5004191114836547;0.959703240921515;0.6085626911314985;0.43736263736263736
Datos/Validacion/RoiImg\Mamo_092.jpg,0.98944091796875,0.9909692956050572,0.9124168514412417,0.9989711934156379,0.9500721500721501,0.9048927982407916;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_091.jpg;0.57659912109375;0.2170428893905192;1.0;0.520295968466911;0.3566725401094315;0.2170428893905192
Datos/Validacion/RoiImg\Mamo_093.jpg,0.98931884765625,0.5231607629427792,1.0,0.9891921936758893,0.6869409660107334,0.5231607629427792;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_092.jpg;0.98944091796875;0.9909692956050572;0.9124168514412417;0.9989711934156379;0.9500721500721501;0.9048927982407916
Datos/Validacion/RoiImg\Mamo_094.jpg,0.99774169921875,0.8115183246073299,0.9935897435897436,0.9977816120285925,0.8933717579250721,0.8072916666666666;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_093.jpg;0.98931884765625;0.5231607629427792;1.0;0.9891921936758893;0.6869409660107334;0.5231607629427792
Datos/Validacion/RoiImg\Mamo_095.jpg,0.98907470703125,0.3784722222222222,1.0,0.9890015360983103,0.5491183879093199,0.3784722222222222;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_094.jpg;0.99774169921875;0.8115183246073299;0.9935897435897436;0.9977816120285925;0.8933717579250721;0.8072916666666666
Datos/Validacion/RoiImg\Mamo_096.jpg,0.97393798828125,0.36976047904191617,0.9762845849802372,0.9739011840555453,0.5363735070575462,0.3664688427299703;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_095.jpg;0.98907470703125;0.3784722222222222;1.0;0.9890015360983103;0.5491183879093199;0.3784722222222222
Datos/Validacion/RoiImg\Mamo_097.jpg,0.88690185546875,0.7004638833664678,0.9894687573133629,0.8507142267360251,0.8202541468619653,0.695280381516198;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_096.jpg;0.97393798828125;0.36976047904191617;0.9762845849802372;0.9739011840555453;0.5363735070575462;0.3664688427299703
Datos/Validacion/RoiImg\Mamo_098.jpg,0.95159912109375,0.9328458257160268,0.9693515704154002,0.9350848256361922,0.9507484007204522,0.9061205161595833;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_097.jpg;0.88690185546875;0.7004638833664678;0.9894687573133629;0.8507142267360251;0.8202541468619653;0.695280381516198
Datos/Validacion/RoiImg\Mamo_099.jpg,0.986328125,0.8727598566308243,0.9925271739130435,0.9857162017167382,0.9287984742530198,0.8670623145400593;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_098.jpg;0.95159912109375;0.9328458257160268;0.9693515704154002;0.9350848256361922;0.9507484007204522;0.9061205161595833
Media,0.8899970421424279,0.8484492123553969,0.8362895196701066,0.9504049478943523,0.810482982265537,0.7097678635587895;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_099.jpg;0.986328125;0.8727598566308243;0.9925271739130435;0.9857162017167382;0.9287984742530198;0.8670623145400593
;;;;;;;;;;;;;;Media;0.8899970421424279;0.8484492123553969;0.8362895196701066;0.9504049478943523;0.810482982265537;0.7097678635587895
