val_loss,val_accuracy,loss,accuracy
0.658029317855835,0.7219691872596741,4.922872892088571,0.7903838753700256
0.6846228837966919,0.7219691872596741,0.3719545820383889,0.8452499508857727
0.33486491441726685,0.8159363865852356,0.3198564310030193,0.8686674237251282
0.27527374029159546,0.8424502611160278,0.28433641045099234,0.8809236288070679
0.21859771013259888,0.8722565770149231,0.26224787461506144,0.8876985907554626
0.21758082509040833,0.8736352920532227,0.27132004720105485,0.8880436420440674
0.2085014134645462,0.8817654848098755,0.24897686245845288,0.8943400979042053
0.2066364884376526,0.8818535208702087,0.24106150266423726,0.8959007263183594
0.22273242473602295,0.8726689219474792,0.23812641162769335,0.8972238898277283
0.19473907351493835,0.891607403755188,0.24116732746623692,0.8969009518623352
0.17373894155025482,0.8973733186721802,0.23511625145959436,0.8976542353630066
0.20599204301834106,0.8823962211608887,0.22995912445009134,0.9000741839408875
0.1745835393667221,0.8905404806137085,0.22362023196331446,0.9022431373596191
0.1860690414905548,0.887151837348938,0.22155562165685616,0.9015501737594604
0.13338033854961395,0.906241774559021,0.23040533405402377,0.8978305459022522
0.14821293950080872,0.8979832530021667,0.2216489861102383,0.9042465090751648
0.1438087671995163,0.894905686378479,0.22048084878445764,0.9053890109062195
0.170100137591362,0.8910326957702637,0.21333850361258502,0.907604455947876
0.17228655517101288,0.9050676226615906,0.21686707375642317,0.9063722491264343
0.1577126532793045,0.8989605903625488,0.3089857145663422,0.9013360738754272
0.07400891929864883,0.9170117378234863,0.20025991766185613,0.9133843779563904
0.05645192041993141,0.9367163181304932,0.1902571550042481,0.9151664972305298
0.05962498486042023,0.9308698773384094,0.20093349444051126,0.9151163101196289
0.042087335139513016,0.9420901536941528,0.18798693092272967,0.9181340932846069
0.037021830677986145,0.9421848654747009,0.17209545088409903,0.9247184991836548
0.05810956656932831,0.9309876561164856,0.18878314943960423,0.9206351637840271
0.036161817610263824,0.9417794942855835,0.17973602903935654,0.9261205196380615
0.03731101378798485,0.9432697892189026,0.1682619272944796,0.9263346195220947
0.03547121584415436,0.9455069303512573,0.16767319413139278,0.9303349852561951
0.03605510666966438,0.9439802765846252,0.16033545349261896,0.9317528009414673
0.03489316999912262,0.9402728080749512,0.15267625019683911,0.9344120621681213
0.03608020022511482,0.941481351852417,0.15443913435569376,0.9332687258720398
0.03516917675733566,0.9436613917350769,0.15060688526767074,0.935307502746582
0.035013627260923386,0.9438429474830627,0.1531248921283764,0.9333542585372925
0.034215133637189865,0.9453359842300415,0.14785484762144555,0.9380484223365784
0.04615814983844757,0.9399895071983337,0.15332368464998095,0.9349669218063354
0.03747827932238579,0.9437232613563538,0.14817903179728728,0.9355401396751404
0.03631719574332237,0.9449110627174377,0.1445447868507379,0.9376158714294434
0.03510309383273125,0.9437146186828613,0.14077031218956942,0.9395286440849304
0.03892508149147034,0.9417004585266113,0.14428493885358998,0.935270369052887
